"","A1_1","A1_2","A1_3","B1_1","B1_2","B1_3","C1_1","C1_2","C1_3"
"Glyma.04G117100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117400.Wm82.a2.v1",244,133,200,258,219,242,182,180,152
"Glyma.04G117500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G117800.Wm82.a2.v1",85,95,24,36,35,63,38,40,43
"Glyma.04G117900.Wm82.a2.v1",30,1,19,10,24,22,22,8,10
"Glyma.04G118000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G118700.Wm82.a2.v1",1671,1072,1407,262,255,244,199,192,216
"Glyma.04G118800.Wm82.a2.v1",1,12,6,0,5,0,4,4,6
"Glyma.04G118900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G119500.Wm82.a2.v1",12,20,4,2,4,1,0,1,0
"Glyma.04G119600.Wm82.a2.v1",1002,557,864,277,287,149,53,44,25
"Glyma.04G119700.Wm82.a2.v1",25,6,20,14,18,10,59,63,13
"Glyma.04G119800.Wm82.a2.v1",31,35,22,1,9,12,4,0,0
"Glyma.04G119900.Wm82.a2.v1",20,0,4,0,0,1,1,6,4
"Glyma.04G120000.Wm82.a2.v1",273,155,216,153,122,169,115,81,71
"Glyma.04G120100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120600.Wm82.a2.v1",162,123,84,64,83,105,44,52,31
"Glyma.04G120700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G120900.Wm82.a2.v1",0,0,4,0,0,0,0,0,0
"Glyma.04G121000.Wm82.a2.v1",6,0,0,0,0,0,0,0,0
"Glyma.04G121100.Wm82.a2.v1",78,31,63,91,83,117,114,72,82
"Glyma.04G121200.Wm82.a2.v1",56,60,33,13,4,8,3,2,0
"Glyma.04G121300.Wm82.a2.v1",150,56,81,81,48,64,50,55,31
"Glyma.04G121400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G121500.Wm82.a2.v1",15,13,30,14,9,7,8,11,9
"Glyma.04G121600.Wm82.a2.v1",0,0,0,1,0,0,0,0,0
"Glyma.04G121700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G121800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G121900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G122000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G122100.Wm82.a2.v1",464,215,243,239,192,243,128,145,128
"Glyma.04G122200.Wm82.a2.v1",493,293,401,343,393,281,285,225,232
"Glyma.04G122300.Wm82.a2.v1",12,23,51,25,24,10,10,11,0
"Glyma.04G122400.Wm82.a2.v1",866,593,888,740,687,788,722,553,444
"Glyma.04G122500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G122600.Wm82.a2.v1",200,141,168,132,149,121,88,100,74
"Glyma.04G122700.Wm82.a2.v1",4184,3645,3412,3095,2912,2741,1984,1420,1511
"Glyma.04G122800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G122900.Wm82.a2.v1",1777,1756,1213,1297,1381,1140,696,489,469
"Glyma.04G123000.Wm82.a2.v1",0,0,0,4,0,5,10,1,4
"Glyma.04G123100.Wm82.a2.v1",375,307,307,191,250,191,146,174,215
"Glyma.04G123200.Wm82.a2.v1",0,1,0,0,0,0,0,0,0
"Glyma.04G123300.Wm82.a2.v1",214,96,108,83,92,65,110,52,62
"Glyma.04G123400.Wm82.a2.v1",7,0,14,7,5,5,8,5,3
"Glyma.04G123500.Wm82.a2.v1",1106,646,908,693,586,689,456,468,311
"Glyma.04G123600.Wm82.a2.v1",1300,608,1022,604,454,436,327,290,246
"Glyma.04G123700.Wm82.a2.v1",40,22,16,7,19,16,34,15,3
"Glyma.04G123800.Wm82.a2.v1",176,19,35,3,10,3,30,14,1
"Glyma.04G123900.Wm82.a2.v1",5640,5330,5480,5011,4023,3547,2183,1655,1623
"Glyma.04G124000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G124100.Wm82.a2.v1",19235,33780,19785,7801,7301,1761,10,2,22
"Glyma.04G124200.Wm82.a2.v1",581,363,518,442,438,386,238,162,262
"Glyma.04G124300.Wm82.a2.v1",500,393,580,422,395,379,505,351,339
"Glyma.04G124400.Wm82.a2.v1",4,0,6,0,0,0,1,0,1
"Glyma.04G124500.Wm82.a2.v1",31,16,9,37,4,23,0,2,0
"Glyma.04G124600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G124700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G124800.Wm82.a2.v1",91,70,48,23,62,50,36,41,19
"Glyma.04G124900.Wm82.a2.v1",31,10,8,6,12,7,15,10,25
"Glyma.04G125000.Wm82.a2.v1",1,0,2,0,0,0,3,1,0
"Glyma.04G125100.Wm82.a2.v1",26,18,20,5,8,3,2,1,0
"Glyma.04G125200.Wm82.a2.v1",4,7,7,0,0,0,0,0,0
"Glyma.04G125300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G125400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G125500.Wm82.a2.v1",776,641,685,1280,912,1124,1297,1004,1241
"Glyma.04G125600.Wm82.a2.v1",185,247,176,148,139,139,101,76,62
"Glyma.04G125700.Wm82.a2.v1",73,82,100,144,93,78,18,35,41
"Glyma.04G125800.Wm82.a2.v1",456,277,392,296,360,346,280,194,191
"Glyma.04G125900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G126000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G126100.Wm82.a2.v1",116,164,141,74,125,64,43,40,48
"Glyma.04G126200.Wm82.a2.v1",12,5,12,25,7,14,15,15,19
"Glyma.04G126300.Wm82.a2.v1",69,61,73,81,69,53,27,34,40
"Glyma.04G126400.Wm82.a2.v1",89,33,33,34,58,40,46,34,7
"Glyma.04G126500.Wm82.a2.v1",157,135,134,71,33,79,61,27,34
"Glyma.04G126600.Wm82.a2.v1",115,93,96,87,125,48,62,56,23
"Glyma.04G126700.Wm82.a2.v1",0,0,4,1,1,1,0,0,0
"Glyma.04G126800.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.04G126900.Wm82.a2.v1",3,12,17,13,3,20,3,4,2
"Glyma.04G127000.Wm82.a2.v1",3,10,0,2,0,0,1,0,3
"Glyma.04G127100.Wm82.a2.v1",0,0,0,8,1,0,0,1,0
"Glyma.04G127200.Wm82.a2.v1",0,0,1,0,4,0,2,0,0
"Glyma.04G127300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G127400.Wm82.a2.v1",55,34,85,18,47,52,28,18,11
"Glyma.04G127500.Wm82.a2.v1",6,30,14,11,11,7,2,13,6
"Glyma.04G127600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G127700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G127800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G127900.Wm82.a2.v1",0,0,4,0,0,0,0,0,0
"Glyma.04G128000.Wm82.a2.v1",4,0,0,1,0,0,0,4,0
"Glyma.04G128100.Wm82.a2.v1",78,26,31,48,69,18,67,66,23
"Glyma.04G128200.Wm82.a2.v1",3,0,0,0,0,1,2,0,0
"Glyma.04G128300.Wm82.a2.v1",46,31,30,25,36,14,47,41,0
"Glyma.04G128400.Wm82.a2.v1",214,117,125,103,195,110,106,80,110
"Glyma.04G128500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G128600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G128700.Wm82.a2.v1",531,170,303,204,172,167,100,77,111
"Glyma.04G128800.Wm82.a2.v1",1201,506,983,667,579,586,706,460,422
"Glyma.04G128900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G129000.Wm82.a2.v1",279,156,216,159,153,130,172,126,79
"Glyma.04G129100.Wm82.a2.v1",24,0,13,29,30,24,15,19,13
"Glyma.04G129200.Wm82.a2.v1",0,0,0,0,0,4,0,0,0
"Glyma.04G129300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G129400.Wm82.a2.v1",2,0,3,2,2,1,2,4,1
"Glyma.04G129500.Wm82.a2.v1",182,154,165,140,148,80,109,85,72
"Glyma.04G129600.Wm82.a2.v1",0,14,0,0,0,12,5,0,1
"Glyma.04G129700.Wm82.a2.v1",34,1,19,1,0,0,0,0,0
"Glyma.04G129800.Wm82.a2.v1",47,12,28,36,13,36,25,28,33
"Glyma.04G129900.Wm82.a2.v1",17,19,2,0,2,0,0,0,1
"Glyma.04G130000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G130100.Wm82.a2.v1",26,8,1,1,0,0,0,0,0
"Glyma.04G130200.Wm82.a2.v1",76,81,118,73,79,47,51,57,46
"Glyma.04G130300.Wm82.a2.v1",583,313,482,498,450,474,305,241,232
"Glyma.04G130400.Wm82.a2.v1",14,1,0,2,0,0,0,0,0
"Glyma.04G130500.Wm82.a2.v1",307,192,299,283,210,247,176,168,106
"Glyma.04G130600.Wm82.a2.v1",1,2,3,0,0,0,1,0,0
"Glyma.04G130700.Wm82.a2.v1",0,0,0,1,0,0,0,0,8
"Glyma.04G130800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G130900.Wm82.a2.v1",129,75,62,98,75,85,66,63,57
"Glyma.04G131000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G131100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G131200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G131300.Wm82.a2.v1",2,7,7,4,12,19,1,2,3
"Glyma.04G131400.Wm82.a2.v1",152,93,131,198,108,162,109,99,98
"Glyma.04G131500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G131600.Wm82.a2.v1",13,2,7,9,12,18,11,17,2
"Glyma.04G131700.Wm82.a2.v1",491,175,381,280,293,245,233,201,192
"Glyma.04G131800.Wm82.a2.v1",2491,1490,1666,1836,1610,1064,767,635,653
"Glyma.04G131900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G132000.Wm82.a2.v1",71,8,75,18,26,28,43,22,18
"Glyma.04G132100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G132200.Wm82.a2.v1",2,0,0,0,0,0,0,0,0
"Glyma.04G132300.Wm82.a2.v1",85,70,51,63,91,42,28,31,10
"Glyma.04G132400.Wm82.a2.v1",107,64,28,87,141,131,98,78,84
"Glyma.04G132500.Wm82.a2.v1",299,212,208,12,44,16,0,5,0
"Glyma.04G132600.Wm82.a2.v1",7,14,1,0,0,0,0,0,0
"Glyma.04G132700.Wm82.a2.v1",232,100,119,39,43,35,19,7,12
"Glyma.04G132800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G132900.Wm82.a2.v1",2540,1848,1596,1633,1870,1991,1470,1160,1356
"Glyma.04G133000.Wm82.a2.v1",0,0,0,0,0,0,1,2,0
"Glyma.04G133100.Wm82.a2.v1",255,195,213,370,300,279,190,195,131
"Glyma.04G133200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G133300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G133400.Wm82.a2.v1",111,91,57,52,104,63,267,269,158
"Glyma.04G133500.Wm82.a2.v1",0,0,0,5,1,0,12,5,8
"Glyma.04G133600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G133700.Wm82.a2.v1",59,11,42,45,58,14,14,30,14
"Glyma.04G133800.Wm82.a2.v1",612,317,523,565,578,583,621,544,554
"Glyma.04G133900.Wm82.a2.v1",204,89,173,192,146,86,238,134,168
"Glyma.04G134000.Wm82.a2.v1",14,6,14,19,22,31,3,12,9
"Glyma.04G134100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G134200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G134300.Wm82.a2.v1",285,231,146,171,162,135,121,101,111
"Glyma.04G134400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G134500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G134600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G134700.Wm82.a2.v1",459,72,445,421,341,293,272,264,188
"Glyma.04G134800.Wm82.a2.v1",1471,1255,1354,954,822,718,481,461,355
"Glyma.04G134900.Wm82.a2.v1",1326,1158,1253,1236,915,935,623,504,514
"Glyma.04G135000.Wm82.a2.v1",397,250,318,192,245,121,75,54,50
"Glyma.04G135100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G135200.Wm82.a2.v1",63,27,19,12,9,9,27,16,10
"Glyma.04G135300.Wm82.a2.v1",517,276,400,465,361,403,190,118,136
"Glyma.04G135400.Wm82.a2.v1",729,515,446,151,259,114,106,88,27
"Glyma.04G135500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G135600.Wm82.a2.v1",0,1,2,0,3,3,2,1,1
"Glyma.04G135700.Wm82.a2.v1",84,100,69,124,102,62,51,63,36
"Glyma.04G135800.Wm82.a2.v1",14,72,22,23,20,32,30,9,22
"Glyma.04G135900.Wm82.a2.v1",0,0,0,0,0,3,0,0,1
"Glyma.04G136000.Wm82.a2.v1",5392,4606,4957,3940,3064,2587,1581,1054,1248
"Glyma.04G136100.Wm82.a2.v1",1,0,2,1,2,0,3,1,0
"Glyma.04G136200.Wm82.a2.v1",38,52,170,18,0,5,16,0,11
"Glyma.04G136300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G136400.Wm82.a2.v1",53,40,20,1,0,1,20,27,21
"Glyma.04G136500.Wm82.a2.v1",0,0,0,0,0,1,2,3,4
"Glyma.04G136600.Wm82.a2.v1",7,14,60,0,10,6,3,0,3
"Glyma.04G136700.Wm82.a2.v1",125,56,72,20,43,1,10,13,6
"Glyma.04G136800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G136900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G137000.Wm82.a2.v1",166,145,202,85,72,23,38,27,23
"Glyma.04G137100.Wm82.a2.v1",0,0,0,1,0,0,0,0,0
"Glyma.04G137200.Wm82.a2.v1",26,5,11,2,11,10,5,3,1
"Glyma.04G137300.Wm82.a2.v1",21,10,5,6,4,9,1,4,10
"Glyma.04G137400.Wm82.a2.v1",28,21,19,35,23,16,4,3,9
"Glyma.04G137500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G137600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G137700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G137800.Wm82.a2.v1",40,13,24,103,44,55,70,39,34
"Glyma.04G137900.Wm82.a2.v1",3,4,0,4,0,1,0,0,0
"Glyma.04G138000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G138100.Wm82.a2.v1",0,1,0,0,0,0,0,0,0
"Glyma.04G138200.Wm82.a2.v1",0,0,0,1,0,0,1,0,0
"Glyma.04G138300.Wm82.a2.v1",383,90,375,266,154,200,172,145,122
"Glyma.04G138400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G138500.Wm82.a2.v1",167,369,186,134,257,150,180,111,143
"Glyma.04G138600.Wm82.a2.v1",337,483,318,195,340,277,216,143,87
"Glyma.04G138700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G138800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G138900.Wm82.a2.v1",271,220,222,34,61,21,6,7,8
"Glyma.04G139000.Wm82.a2.v1",3,0,2,3,6,2,4,2,4
"Glyma.04G139100.Wm82.a2.v1",0,0,0,1,0,0,1,0,0
"Glyma.04G139200.Wm82.a2.v1",590,567,361,448,460,367,194,136,145
"Glyma.04G139300.Wm82.a2.v1",6,8,0,1,0,0,1,0,0
"Glyma.04G139400.Wm82.a2.v1",745,283,559,398,448,431,417,272,156
"Glyma.04G139500.Wm82.a2.v1",0,0,0,0,0,4,0,0,0
"Glyma.04G139600.Wm82.a2.v1",11,22,29,24,27,16,0,1,1
"Glyma.04G139700.Wm82.a2.v1",29,16,17,19,26,5,22,9,11
"Glyma.04G139800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G139900.Wm82.a2.v1",72,17,60,68,66,24,58,71,45
"Glyma.04G140000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140100.Wm82.a2.v1",53,13,64,108,66,96,117,88,125
"Glyma.04G140200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140300.Wm82.a2.v1",0,0,0,1,0,1,0,0,0
"Glyma.04G140400.Wm82.a2.v1",106,49,49,54,56,41,48,43,60
"Glyma.04G140500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G140900.Wm82.a2.v1",8,0,0,11,7,1,0,1,4
"Glyma.04G141000.Wm82.a2.v1",219,160,197,124,144,108,128,91,107
"Glyma.04G141100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G141200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G141300.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.04G141400.Wm82.a2.v1",843,665,780,413,482,376,483,437,389
"Glyma.04G141500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G141600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G141700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G141800.Wm82.a2.v1",350,377,221,175,155,89,147,72,102
"Glyma.04G141900.Wm82.a2.v1",315,250,274,293,189,167,134,95,68
"Glyma.04G142000.Wm82.a2.v1",36,47,12,0,13,5,3,1,0
"Glyma.04G142100.Wm82.a2.v1",122,91,78,100,111,75,56,55,64
"Glyma.04G142200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G142300.Wm82.a2.v1",1204,931,787,578,581,595,367,336,320
"Glyma.04G142400.Wm82.a2.v1",95,88,101,35,16,7,43,20,1
"Glyma.04G142500.Wm82.a2.v1",1,0,0,1,2,0,2,1,2
"Glyma.04G142600.Wm82.a2.v1",6,0,0,2,0,0,2,0,0
"Glyma.04G142700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G142800.Wm82.a2.v1",187,242,189,259,294,319,106,75,90
"Glyma.04G142900.Wm82.a2.v1",15,4,7,13,6,13,16,20,16
"Glyma.04G143000.Wm82.a2.v1",0,0,1,0,0,0,0,0,0
"Glyma.04G143100.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.04G143200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G143300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G143400.Wm82.a2.v1",23,16,27,10,25,25,27,16,25
"Glyma.04G143500.Wm82.a2.v1",6,6,20,5,15,6,4,2,2
"Glyma.04G143600.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G143700.Wm82.a2.v1",15,0,3,7,1,2,2,4,2
"Glyma.04G143800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G143900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144300.Wm82.a2.v1",716,329,673,593,523,482,282,303,446
"Glyma.04G144400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144500.Wm82.a2.v1",8,18,3,1,0,0,0,0,0
"Glyma.04G144600.Wm82.a2.v1",335,221,319,216,262,228,182,123,97
"Glyma.04G144700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G144800.Wm82.a2.v1",8,0,0,0,0,0,0,1,0
"Glyma.04G144900.Wm82.a2.v1",495,416,495,170,92,38,35,24,8
"Glyma.04G145000.Wm82.a2.v1",297,300,235,191,142,125,116,90,75
"Glyma.04G145100.Wm82.a2.v1",9,8,41,17,0,3,0,0,1
"Glyma.04G145200.Wm82.a2.v1",237,150,214,136,107,99,142,97,114
"Glyma.04G145300.Wm82.a2.v1",1,0,0,0,0,0,0,0,0
"Glyma.04G145400.Wm82.a2.v1",602,312,360,414,301,435,323,349,319
"Glyma.04G145500.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G145600.Wm82.a2.v1",108,83,73,13,17,8,1,1,0
"Glyma.04G145700.Wm82.a2.v1",15,2,1,14,6,30,7,3,5
"Glyma.04G145800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G145900.Wm82.a2.v1",14,36,25,8,6,20,1,7,1
"Glyma.04G146000.Wm82.a2.v1",570,252,531,385,353,375,574,444,359
"Glyma.04G146100.Wm82.a2.v1",372,174,267,284,186,274,198,161,177
"Glyma.04G146200.Wm82.a2.v1",18,9,12,6,6,1,1,1,0
"Glyma.04G146300.Wm82.a2.v1",8,3,18,0,0,0,9,4,0
"Glyma.04G146400.Wm82.a2.v1",10,10,23,25,8,27,19,14,10
"Glyma.04G146500.Wm82.a2.v1",0,0,0,1,0,0,3,0,4
"Glyma.04G146600.Wm82.a2.v1",292,215,188,241,152,176,141,143,141
"Glyma.04G146700.Wm82.a2.v1",0,0,8,0,0,0,0,0,0
"Glyma.04G146800.Wm82.a2.v1",205,56,185,78,65,33,43,34,38
"Glyma.04G146900.Wm82.a2.v1",521,271,341,314,242,236,173,106,81
"Glyma.04G147000.Wm82.a2.v1",13,6,25,21,25,26,37,20,34
"Glyma.04G147100.Wm82.a2.v1",238,380,259,510,466,421,302,247,261
"Glyma.04G147200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G147300.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G147400.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G147500.Wm82.a2.v1",15,76,25,55,23,19,9,10,14
"Glyma.04G147600.Wm82.a2.v1",59,42,29,40,42,30,32,23,12
"Glyma.04G147700.Wm82.a2.v1",536,500,396,515,533,483,514,361,303
"Glyma.04G147800.Wm82.a2.v1",131,202,163,138,182,154,51,32,39
"Glyma.04G147900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G148000.Wm82.a2.v1",21,1,12,37,28,22,22,18,11
"Glyma.04G148100.Wm82.a2.v1",22,11,6,1,4,3,1,5,1
"Glyma.04G148200.Wm82.a2.v1",584,401,432,440,488,393,581,493,451
"Glyma.04G148300.Wm82.a2.v1",117,60,104,99,120,137,90,135,101
"Glyma.04G148400.Wm82.a2.v1",515,470,631,498,465,343,190,123,215
"Glyma.04G148500.Wm82.a2.v1",24,15,11,13,13,6,3,4,9
"Glyma.04G148600.Wm82.a2.v1",1,9,5,1,6,1,2,3,0
"Glyma.04G148700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G148800.Wm82.a2.v1",116,95,87,134,185,168,211,151,224
"Glyma.04G148900.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G149000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G149100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G149200.Wm82.a2.v1",741,675,551,587,740,637,409,335,308
"Glyma.04G149300.Wm82.a2.v1",170,103,108,174,72,93,5,8,6
"Glyma.04G149400.Wm82.a2.v1",0,0,0,0,0,0,0,0,1
"Glyma.04G149500.Wm82.a2.v1",2,0,0,0,0,0,0,0,1
"Glyma.04G149600.Wm82.a2.v1",684,273,527,818,591,622,593,503,455
"Glyma.04G149700.Wm82.a2.v1",4,0,6,2,2,0,1,1,0
"Glyma.04G149800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G149900.Wm82.a2.v1",614,359,454,372,336,255,140,119,120
"Glyma.04G150000.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G150100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G150200.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G150300.Wm82.a2.v1",20,6,12,14,18,11,6,3,3
"Glyma.04G150400.Wm82.a2.v1",391,285,337,73,89,66,28,28,15
"Glyma.04G150500.Wm82.a2.v1",945,938,795,603,535,374,333,286,87
"Glyma.04G150600.Wm82.a2.v1",11,8,16,5,18,35,1,1,1
"Glyma.04G150700.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G150800.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G150900.Wm82.a2.v1",1159,444,875,310,335,180,100,70,111
"Glyma.04G151000.Wm82.a2.v1",14,24,8,5,21,23,6,1,26
"Glyma.04G151100.Wm82.a2.v1",0,0,0,0,0,0,0,0,0
"Glyma.04G151200.Wm82.a2.v1",47,54,42,37,55,4,2,1,12
"Glyma.04G151300.Wm82.a2.v1",115,12,57,45,69,11,6,12,15
"Glyma.04G151400.Wm82.a2.v1",0,0,4,0,0,2,0,0,1
"Glyma.04G151500.Wm82.a2.v1",290,336,294,243,241,293,244,155,225
"Glyma.04G151600.Wm82.a2.v1",1136,756,1053,158,285,114,164,89,49
