,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
Glyma.05G141000,771.8001444,0.96504497,0.169528777,5.692514203,1.25E-08,8.77E-06,FDR < 0.05
Glyma.02G310900,899.1076012,0.964820694,0.179957538,5.361379709,8.26E-08,3.71E-05,FDR < 0.05
Glyma.14G036500,146.7289814,0.964010979,0.296050792,3.256235099,0.001129002,0.042119849,FDR < 0.05
Glyma.11G014500,303.2586016,0.963972279,0.187795733,5.133089373,2.85E-07,9.92E-05,FDR < 0.05
Glyma.02G289300,55.81929151,0.963463783,0.253828931,3.795720921,0.000147215,0.009758628,FDR < 0.05
Glyma.09G164500,195.8137553,0.963385566,0.184579196,5.219361589,1.80E-07,6.83E-05,FDR < 0.05
Glyma.20G162100,293.8452811,0.962968148,0.246649382,3.904198505,9.45E-05,0.00718104,FDR < 0.05
Glyma.03G086000,247.1227478,0.962744848,0.243626561,3.951723676,7.76E-05,0.006216235,FDR < 0.05
Glyma.08G210700,118.1636403,0.962142521,0.270265404,3.559991422,0.000370867,0.019109648,FDR < 0.05
Glyma.02G012300,1102.191275,0.960793084,0.262875796,3.654931724,0.00025725,0.014777585,FDR < 0.05
Glyma.06G181600,2188.341028,0.959738954,0.224004038,4.284471657,1.83E-05,0.002201444,FDR < 0.05
Glyma.11G011500,157.6636739,-0.95959845,0.247540713,-3.876527782,0.000105958,0.007770372,FDR < 0.05
Glyma.07G182000,99.68335435,0.957751808,0.165500597,5.786999116,7.17E-09,5.69E-06,FDR < 0.05
Glyma.12G147700,328.8417215,0.954907581,0.18021118,5.29882542,1.17E-07,4.66E-05,FDR < 0.05
Glyma.03G150700,474.4007266,0.954304155,0.213444931,4.47096191,7.79E-06,0.001142093,FDR < 0.05
Glyma.11G249800,134.9397816,0.953984208,0.28688351,3.325336505,0.000883119,0.035247766,FDR < 0.05
Glyma.03G124700,154.6403777,0.953807994,0.222891936,4.279239581,1.88E-05,0.002232061,FDR < 0.05
Glyma.04G223000,133.7997085,0.950894063,0.197198585,4.822012616,1.42E-06,0.000329179,FDR < 0.05
Glyma.19G236800,155.6893488,0.949813512,0.268326836,3.53976339,0.000400486,0.020269759,FDR < 0.05
Glyma.19G175400,53.00589829,0.949596538,0.228773999,4.150806219,3.31E-05,0.00341897,FDR < 0.05
Glyma.09G195100,953.0663855,0.94956984,0.147442292,6.440281311,1.19E-10,1.71E-07,FDR < 0.05
Glyma.06G125700,72.20990703,-0.949364004,0.248102699,-3.826496077,0.00012998,0.008924537,FDR < 0.05
Glyma.15G094900,221.8588311,0.947308445,0.227014015,4.172907323,3.01E-05,0.003164878,FDR < 0.05
Glyma.02G075100,2156.245004,0.947216647,0.232015262,4.082561807,4.45E-05,0.004169262,FDR < 0.05
Glyma.15G178400,1883.062517,0.944110155,0.237198266,3.980257408,6.88E-05,0.005724533,FDR < 0.05
Glyma.13G296600,47.48166672,-0.943294809,0.291362066,-3.237534737,0.001205673,0.043650269,FDR < 0.05
Glyma.01G234600,84.22318556,-0.937723994,0.282009309,-3.32515263,0.000883701,0.035247766,FDR < 0.05
Glyma.16G081400,481.1782936,0.937235292,0.178960704,5.237101063,1.63E-07,6.33E-05,FDR < 0.05
Glyma.18G143400,88.22298783,0.936752353,0.193521583,4.840557508,1.29E-06,0.000309197,FDR < 0.05
Glyma.17G211500,141.3290176,0.935000347,0.235232159,3.974798139,7.04E-05,0.005818478,FDR < 0.05
Glyma.02G195400,96.49676684,0.9335548,0.279872431,3.335644019,0.000851021,0.034611268,FDR < 0.05
Glyma.09G212800,637.4820227,0.933007162,0.175576217,5.313972333,1.07E-07,4.39E-05,FDR < 0.05
Glyma.02G016900,764.3601511,0.929087637,0.244512929,3.799748502,0.000144843,0.009635681,FDR < 0.05
Glyma.19G074600,525.4942424,0.928402075,0.195897139,4.739232445,2.15E-06,0.000429681,FDR < 0.05
Glyma.07G104200,85.39490662,0.928345289,0.273944473,3.388808245,0.000701971,0.030597701,FDR < 0.05
Glyma.01G230600,95.64573158,0.924056781,0.245584899,3.762677533,0.000168104,0.010795327,FDR < 0.05
Glyma.12G239100,60.42072854,-0.923869566,0.228300655,-4.046723231,5.19E-05,0.004618037,FDR < 0.05
Glyma.01G080400,144.9887192,0.921843587,0.221591658,4.160100581,3.18E-05,0.003325851,FDR < 0.05
Glyma.13G134600,1805.660822,0.920239994,0.205543447,4.477106932,7.57E-06,0.001122983,FDR < 0.05
Glyma.13G340300,644.8178998,0.919299195,0.196647148,4.674866643,2.94E-06,0.00053454,FDR < 0.05
Glyma.12G147800,46.85591525,0.918575827,0.263411478,3.487227791,0.000488055,0.023537264,FDR < 0.05
Glyma.07G268100,2072.47717,0.918366139,0.196234532,4.679941554,2.87E-06,0.000526615,FDR < 0.05
Glyma.13G261400,749.6275336,0.917722682,0.254060301,3.612223864,0.000303582,0.016438452,FDR < 0.05
Glyma.11G251500,449.7995674,0.917546727,0.21255766,4.316695661,1.58E-05,0.002001868,FDR < 0.05
Glyma.03G219500,1400.522889,0.917348171,0.213933456,4.288007075,1.80E-05,0.002180609,FDR < 0.05
Glyma.08G213400,414.7504119,0.916508288,0.169714516,5.400294022,6.65E-08,3.18E-05,FDR < 0.05
Glyma.05G057800,146.8819206,-0.916056816,0.283161177,-3.235107386,0.00121597,0.043709027,FDR < 0.05
Glyma.19G154500,156.8128688,0.913364325,0.212880457,4.290503409,1.78E-05,0.002174312,FDR < 0.05
Glyma.11G077400,238.6751796,0.913333335,0.276513361,3.303035098,0.000956444,0.037349445,FDR < 0.05
Glyma.07G202200,340.6505225,0.91318492,0.233404529,3.912455877,9.14E-05,0.006998607,FDR < 0.05
Glyma.09G169700,66.51581376,0.91200032,0.242928318,3.75419518,0.000173899,0.011093228,FDR < 0.05
Glyma.19G194500,108.4889953,-0.910996569,0.285794564,-3.187592364,0.001434626,0.04889805,FDR < 0.05
Glyma.03G152200,75.86503871,-0.910702153,0.214696736,-4.241807162,2.22E-05,0.002541607,FDR < 0.05
Glyma.10G180400,226.1923635,0.910651657,0.239147681,3.807905032,0.000140149,0.009390492,FDR < 0.05
Glyma.03G190000,192.4532384,0.906332581,0.207580753,4.366168663,1.26E-05,0.001652834,FDR < 0.05
Glyma.06G000100,239.6072107,-0.905315197,0.133259604,-6.79362065,1.09E-11,2.26E-08,FDR < 0.05
Glyma.17G215200,329.1820208,0.898006389,0.255711245,3.511798583,0.000445085,0.022042578,FDR < 0.05
Glyma.03G235700,136.8854177,0.897888064,0.243280989,3.690744873,0.000223598,0.013431964,FDR < 0.05
Glyma.14G184800,278.793443,0.893537376,0.264350116,3.38012856,0.000724519,0.031203749,FDR < 0.05
Glyma.04G250000,453.9242174,0.890830559,0.223895971,3.978769941,6.93E-05,0.005734858,FDR < 0.05
Glyma.13G366800,859.6877781,0.890420878,0.178857115,4.978392272,6.41E-07,0.000183142,FDR < 0.05
Glyma.15G055600,835.2983448,0.88919084,0.237925859,3.737260189,0.000186036,0.011687352,FDR < 0.05
Glyma.09G169200,46.83435707,0.888674599,0.26835486,3.311565141,0.000927756,0.036458477,FDR < 0.05
Glyma.08G141500,114.3603424,-0.8885724,0.223617019,-3.973634938,7.08E-05,0.005821166,FDR < 0.05
Glyma.18G265300,1731.451048,0.885436274,0.197033003,4.493847525,6.99E-06,0.001054993,FDR < 0.05
Glyma.10G265600,57.46938593,-0.885408989,0.220869879,-4.008735788,6.10E-05,0.00522795,FDR < 0.05
Glyma.18G199700,116.816572,-0.885294678,0.215190264,-4.114008981,3.89E-05,0.003842753,FDR < 0.05
Glyma.04G193600,156.0126798,0.884824546,0.217563167,4.066977695,4.76E-05,0.004348747,FDR < 0.05
Glyma.04G249700,495.3373817,-0.883726648,0.202493881,-4.364214086,1.28E-05,0.00165923,FDR < 0.05
Glyma.14G162900,51.5253046,-0.88349936,0.230821444,-3.827631195,0.000129382,0.008924537,FDR < 0.05
Glyma.15G063400,215.1693345,0.882056695,0.223508334,3.946415231,7.93E-05,0.006328393,FDR < 0.05
Glyma.11G180900,61.57062031,-0.880141602,0.258488134,-3.404959399,0.000661739,0.029453311,FDR < 0.05
Glyma.11G134200,427.1119469,0.880010986,0.239080954,3.680807566,0.000232496,0.013770146,FDR < 0.05
Glyma.16G067500,135.4830973,0.879476068,0.179171442,4.90857282,9.17E-07,0.000241018,FDR < 0.05
Glyma.07G033000,155.2418623,0.877145063,0.260938762,3.361497752,0.00077521,0.032595563,FDR < 0.05
Glyma.17G091000,143.4044193,-0.872057777,0.207502726,-4.202632865,2.64E-05,0.002861135,FDR < 0.05
Glyma.09G237200,73.6473758,0.871971886,0.215084094,4.054097491,5.03E-05,0.004514685,FDR < 0.05
Glyma.19G005900,73.53668498,-0.871708399,0.238514269,-3.654743189,0.00025744,0.014777585,FDR < 0.05
Glyma.07G031700,226.4765816,-0.870164602,0.259017263,-3.359484973,0.000780879,0.032686366,FDR < 0.05
Glyma.06G292300,26.43510126,-0.868523923,0.267585237,-3.245784159,0.001171276,0.042952728,FDR < 0.05
Glyma.09G214500,1149.697558,0.868067712,0.216324058,4.012811701,6.00E-05,0.005174147,FDR < 0.05
Glyma.01G238400,158.2173047,0.867614381,0.196658775,4.411775587,1.03E-05,0.001441327,FDR < 0.05
Glyma.13G072800,267.5426149,0.86725052,0.230156223,3.768095027,0.000164498,0.010602442,FDR < 0.05
Glyma.19G169900,110.858853,0.8670005,0.208914386,4.15002776,3.32E-05,0.003421141,FDR < 0.05
Glyma.09G240100,588.205043,0.864952869,0.236953104,3.650312468,0.000261921,0.014922425,FDR < 0.05
Glyma.02G096800,998.1439557,0.863512682,0.208716663,4.137248408,3.51E-05,0.003568015,FDR < 0.05
Glyma.17G139100,141.3957166,0.862522863,0.255071708,3.381491692,0.000720934,0.031157401,FDR < 0.05
Glyma.05G026300,1044.909584,0.858156282,0.225146919,3.811539079,0.000138104,0.009301606,FDR < 0.05
Glyma.10G156900,1976.679166,0.857049067,0.199773839,4.2900966,1.79E-05,0.002174312,FDR < 0.05
Glyma.13G197500,457.850003,-0.85599966,0.216769785,-3.948888274,7.85E-05,0.006276818,FDR < 0.05
Glyma.07G179400,60.57834384,0.855761404,0.221050749,3.871334557,0.000108241,0.007847123,FDR < 0.05
Glyma.15G100100,193.5888029,-0.854383516,0.249101831,-3.429856419,0.000603901,0.027690707,FDR < 0.05
Glyma.11G164500,1473.869204,0.853993394,0.234479842,3.642075952,0.000270448,0.015257857,FDR < 0.05
Glyma.09G193800,121.5383723,0.853920993,0.251183874,3.399585258,0.000674881,0.029832189,FDR < 0.05
Glyma.14G080800,284.047959,0.853362162,0.184451796,4.626477924,3.72E-06,0.000635602,FDR < 0.05
Glyma.13G007800,161.4931091,0.853128476,0.184375415,4.627127083,3.71E-06,0.000635602,FDR < 0.05
Glyma.02G202500,315.1190206,-0.852758457,0.222051743,-3.840359211,0.000122854,0.008570821,FDR < 0.05
Glyma.09G216700,446.9465175,0.852292179,0.167055656,5.101845709,3.36E-07,0.000112889,FDR < 0.05
Glyma.19G113700,1082.805602,0.849708476,0.179957878,4.721707592,2.34E-06,0.000455002,FDR < 0.05
Glyma.08G293300,127.4120616,-0.848374316,0.245081588,-3.461599557,0.000536975,0.025354226,FDR < 0.05
Glyma.11G133800,691.3793029,0.847199469,0.223087951,3.797602992,0.000146102,0.009702116,FDR < 0.05
Glyma.16G035800,236.9858525,0.84663632,0.177876339,4.759690495,1.94E-06,0.000401288,FDR < 0.05
Glyma.09G149600,278.3718331,0.845901655,0.218832148,3.865527358,0.000110849,0.007986932,FDR < 0.05
Glyma.07G020400,103.275475,-0.845460106,0.246512995,-3.429677637,0.000604299,0.027690707,FDR < 0.05
Glyma.09G087200,322.886082,0.843693963,0.249664252,3.379314244,0.000726669,0.031260191,FDR < 0.05
Glyma.04G144300,673.8752291,0.842088705,0.199446926,4.222119256,2.42E-05,0.002691362,FDR < 0.05
Glyma.03G242700,95.77949479,-0.841978465,0.232771646,-3.61718654,0.000297823,0.016268454,FDR < 0.05
Glyma.03G104700,244.9829848,0.841236786,0.227503497,3.697687273,0.000217573,0.013222599,FDR < 0.05
Glyma.06G112900,2065.733589,0.840955051,0.172693514,4.869638895,1.12E-06,0.000275833,FDR < 0.05
Glyma.05G243200,113.6217153,-0.83985144,0.227854258,-3.685915059,0.000227882,0.013561548,FDR < 0.05
Glyma.10G192700,37.06964328,0.839850487,0.254960365,3.294043316,0.000987573,0.038204607,FDR < 0.05
Glyma.12G169400,514.8676378,0.836725192,0.24426896,3.425425771,0.000613837,0.028002415,FDR < 0.05
Glyma.10G284500,239.3478566,-0.836254986,0.23918506,-3.496267639,0.000471815,0.022958498,FDR < 0.05
Glyma.04G203200,415.0914157,0.836197416,0.205544541,4.068205414,4.74E-05,0.004347212,FDR < 0.05
Glyma.08G307800,425.0217017,-0.834883502,0.246159318,-3.391638838,0.00069476,0.030414303,FDR < 0.05
Glyma.04G024500,431.3006516,0.833694087,0.129455921,6.439984202,1.19E-10,1.71E-07,FDR < 0.05
Glyma.05G199000,175.4530317,-0.833288976,0.189520726,-4.396822413,1.10E-05,0.001508428,FDR < 0.05
Glyma.13G070800,64.29435503,0.830390672,0.24834757,3.343663362,0.0008268,0.033997359,FDR < 0.05
Glyma.16G209900,224.3000583,0.828573492,0.259979378,3.187073908,0.0014372,0.04894101,FDR < 0.05
Glyma.12G086900,72.63012173,0.827447455,0.238257366,3.472914472,0.000514839,0.024558037,FDR < 0.05
Glyma.01G183100,664.4904558,0.823420558,0.207208025,3.973883526,7.07E-05,0.005821166,FDR < 0.05
Glyma.15G075400,104.7522976,-0.823410685,0.231643929,-3.5546396,0.000378498,0.019315817,FDR < 0.05
Glyma.03G261000,480.1573868,0.822712829,0.179110087,4.593336094,4.36E-06,0.000722257,FDR < 0.05
Glyma.14G058100,53.78094601,0.81976043,0.235242293,3.484749358,0.000492598,0.023679038,FDR < 0.05
Glyma.19G237000,222.4231807,0.819700727,0.164123583,4.994411614,5.90E-07,0.000170796,FDR < 0.05
Glyma.18G230100,1208.236718,0.817229985,0.187144543,4.366838451,1.26E-05,0.001652834,FDR < 0.05
Glyma.18G253200,124.8134727,0.816963394,0.160926637,5.076620055,3.84E-07,0.00012339,FDR < 0.05
Glyma.08G104200,4500.967329,0.816215299,0.220859594,3.695629806,0.000219342,0.013308438,FDR < 0.05
Glyma.12G147000,559.2939274,0.812142894,0.161139943,5.039984996,4.66E-07,0.000142166,FDR < 0.05
Glyma.07G047500,662.0340088,0.811896716,0.212413601,3.822244482,0.000132242,0.009056179,FDR < 0.05
Glyma.17G057800,147.2826626,0.811602906,0.168460352,4.817768079,1.45E-06,0.000331796,FDR < 0.05
Glyma.14G152100,219.8502714,0.811291265,0.173208617,4.683896687,2.81E-06,0.000524298,FDR < 0.05
Glyma.15G056900,308.7265391,0.810764961,0.219091338,3.700579712,0.000215107,0.013137073,FDR < 0.05
Glyma.01G231600,436.8372724,0.810674294,0.174845704,4.6365125,3.54E-06,0.000622663,FDR < 0.05
Glyma.06G046600,223.7237077,0.80939913,0.21867616,3.701359717,0.000214447,0.013118253,FDR < 0.05
Glyma.09G264600,480.5921029,0.808991434,0.197213452,4.102110826,4.09E-05,0.003949754,FDR < 0.05
Glyma.06G003300,186.7934504,0.806921537,0.239408015,3.370486728,0.000750355,0.031910654,FDR < 0.05
Glyma.11G032000,248.7391633,0.805947968,0.174027378,4.631156178,3.64E-06,0.000635602,FDR < 0.05
Glyma.11G153800,33215.39678,0.805128233,0.222685956,3.61553215,0.000299731,0.016324837,FDR < 0.05
Glyma.06G155600,100.6279883,0.803123823,0.166650644,4.819206244,1.44E-06,0.000331447,FDR < 0.05
Glyma.04G147600,44.59405666,0.800019512,0.247672759,3.230147379,0.001237264,0.044023917,FDR < 0.05
Glyma.01G024000,696.8355562,0.799579845,0.196926029,4.060305536,4.90E-05,0.004431466,FDR < 0.05
Glyma.09G277400,746.421218,0.799278786,0.206467991,3.871199517,0.000108301,0.007847123,FDR < 0.05
Glyma.06G300900,170.8326288,-0.797148283,0.189291547,-4.211219649,2.54E-05,0.002791255,FDR < 0.05
Glyma.08G178600,223.3675694,0.795401546,0.144803317,5.492978788,3.95E-08,2.12E-05,FDR < 0.05
Glyma.18G028000,42.45756727,0.793790672,0.230630519,3.441828401,0.000577797,0.026872955,FDR < 0.05
Glyma.19G262000,707.158359,0.792136094,0.181320571,4.368705051,1.25E-05,0.001652834,FDR < 0.05
Glyma.18G215900,125.8677304,0.791866232,0.229518102,3.450125393,0.000560326,0.026158387,FDR < 0.05
Glyma.06G312500,88.40709266,0.791816694,0.242493092,3.265316497,0.001093418,0.041134054,FDR < 0.05
Glyma.19G221600,1084.946143,0.790997666,0.215333419,3.673362304,0.00023938,0.014110524,FDR < 0.05
Glyma.02G093700,133.052682,0.790869546,0.187427009,4.219613538,2.45E-05,0.002713349,FDR < 0.05
Glyma.U023900,137.4113055,0.79032602,0.190727006,4.143755179,3.42E-05,0.003487224,FDR < 0.05
Glyma.03G234400,843.2318864,-0.789375864,0.21625141,-3.650269217,0.000261966,0.014922425,FDR < 0.05
Glyma.03G233300,652.8493315,0.788804437,0.17012046,4.636740568,3.54E-06,0.000622663,FDR < 0.05
Glyma.12G058000,662.4476912,0.788766828,0.244833606,3.221644449,0.001274572,0.045007492,FDR < 0.05
Glyma.20G033900,1719.282229,0.788731842,0.202316696,3.898501004,9.68E-05,0.00729922,FDR < 0.05
Glyma.13G108600,75.99555647,0.781608411,0.207747671,3.762296867,0.00016836,0.010795327,FDR < 0.05
Glyma.07G142700,146.6508518,-0.780111768,0.173704405,-4.491030431,7.09E-06,0.001064735,FDR < 0.05
Glyma.07G263700,126.5741796,-0.778472093,0.233095439,-3.339713969,0.000838647,0.034347582,FDR < 0.05
Glyma.14G001500,790.9231455,0.777886464,0.132662432,5.863652979,4.53E-09,3.92E-06,FDR < 0.05
Glyma.05G129600,1409.375261,0.777494569,0.190960684,4.071490282,4.67E-05,0.004321088,FDR < 0.05
Glyma.04G098400,103.0953961,0.776244021,0.238814211,3.250409669,0.001152389,0.042632661,FDR < 0.05
Glyma.20G202800,173.8913331,0.776187343,0.214218527,3.623343666,0.000290819,0.01595607,FDR < 0.05
Glyma.20G126800,448.0903552,0.773958326,0.167161535,4.630002514,3.66E-06,0.000635602,FDR < 0.05
Glyma.09G205700,79.02256962,-0.773657748,0.187846824,-4.118556443,3.81E-05,0.00380783,FDR < 0.05
Glyma.03G142800,78.01257802,-0.773032368,0.229995993,-3.361068849,0.000776415,0.032609417,FDR < 0.05
Glyma.19G143100,96.57613639,-0.772989044,0.220220137,-3.510074299,0.000447981,0.022104772,FDR < 0.05
Glyma.02G152100,159.5260451,0.772638526,0.224873807,3.435876036,0.000590641,0.027232359,FDR < 0.05
Glyma.11G229300,64.26387945,0.770566466,0.239525186,3.217058203,0.001295123,0.045517472,FDR < 0.05
Glyma.02G235100,252.7048932,0.769670195,0.190608631,4.037960868,5.39E-05,0.004737395,FDR < 0.05
Glyma.19G115900,195.3549561,0.768987352,0.187484806,4.101598255,4.10E-05,0.003949754,FDR < 0.05
Glyma.01G109600,272.3186031,0.767406651,0.160452739,4.782758188,1.73E-06,0.000374883,FDR < 0.05
Glyma.17G096900,150.3855193,0.765958197,0.21032312,3.641816443,0.000270721,0.015257857,FDR < 0.05
Glyma.15G058800,93.86842716,-0.765925843,0.225515563,-3.396332525,0.000682953,0.030038659,FDR < 0.05
Glyma.18G233600,107.6030998,-0.763619002,0.232861328,-3.279286468,0.001040699,0.039601852,FDR < 0.05
Glyma.07G185100,644.0105089,0.761955856,0.121575127,6.267366305,3.67E-10,4.56E-07,FDR < 0.05
Glyma.04G223600,332.4340608,0.761347027,0.238757628,3.188786184,0.001428715,0.048787299,FDR < 0.05
Glyma.06G130900,124.8610055,-0.756825127,0.233502689,-3.241183769,0.001190344,0.043272332,FDR < 0.05
Glyma.08G209200,444.25471,0.755353534,0.21170908,3.567884446,0.000359875,0.01869845,FDR < 0.05
Glyma.13G262500,722.679476,0.752812071,0.194041209,3.879650489,0.000104607,0.007732176,FDR < 0.05
Glyma.13G065400,528.4266841,-0.752331027,0.162100507,-4.641139258,3.46E-06,0.000614679,FDR < 0.05
Glyma.09G211400,184.5981039,0.750964516,0.16574735,4.530778405,5.88E-06,0.000927668,FDR < 0.05
Glyma.04G222400,477.6058545,-0.750735998,0.190844026,-3.933767347,8.36E-05,0.006544865,FDR < 0.05
Glyma.11G185700,86.21322809,0.750092557,0.231139516,3.245193937,0.001173707,0.04297993,FDR < 0.05
Glyma.10G170800,760.1527384,0.74978972,0.182665469,4.10471516,4.05E-05,0.003947884,FDR < 0.05
Glyma.02G263900,195.8119731,-0.747941109,0.224016162,-3.338781903,0.000841466,0.034347582,FDR < 0.05
Glyma.11G103500,6186.625083,0.747890929,0.15859389,4.715761303,2.41E-06,0.000462427,FDR < 0.05
Glyma.02G019200,65.9141149,-0.747387031,0.204943986,-3.646786845,0.00026554,0.015034085,FDR < 0.05
Glyma.12G075400,604.0124529,-0.746787794,0.229814507,-3.249524169,0.001155983,0.042680846,FDR < 0.05
Glyma.17G255400,102.8486629,-0.746769746,0.203378768,-3.671817635,0.000240832,0.014159417,FDR < 0.05
Glyma.05G214000,3515.394231,0.746018205,0.213239323,3.498502033,0.00046788,0.022890325,FDR < 0.05
Glyma.14G079600,104.7778994,0.745062177,0.206182721,3.613601432,0.000301973,0.01637512,FDR < 0.05
Glyma.10G237700,343.8583642,0.744726405,0.18600243,4.003853086,6.23E-05,0.005312665,FDR < 0.05
Glyma.20G070700,265.0477151,0.742736342,0.195965669,3.790135014,0.000150565,0.009945327,FDR < 0.05
Glyma.08G204500,152.3299346,-0.740068307,0.208884947,-3.542947052,0.000395682,0.020082755,FDR < 0.05
Glyma.05G200000,214.5000999,-0.738186638,0.221559348,-3.331778342,0.00086293,0.03490508,FDR < 0.05
Glyma.14G031200,171.6671439,-0.736712306,0.193371296,-3.809832793,0.000139061,0.009334363,FDR < 0.05
Glyma.02G160300,230.5713903,0.735788547,0.198528884,3.706204015,0.000210389,0.012955085,FDR < 0.05
Glyma.07G017600,185.9222621,0.735207304,0.194851682,3.773163752,0.00016119,0.010443457,FDR < 0.05
Glyma.04G018900,575.5962776,0.734686363,0.194196092,3.783219082,0.000154813,0.010100534,FDR < 0.05
Glyma.08G084300,2710.697311,0.734453277,0.154025119,4.768399333,1.86E-06,0.000390842,FDR < 0.05
Glyma.10G064900,356.2673758,0.734058589,0.191372518,3.835757592,0.000125178,0.008684124,FDR < 0.05
Glyma.20G211200,2906.382808,0.73386047,0.176728745,4.152468065,3.29E-05,0.003403657,FDR < 0.05
Glyma.04G122900,1355.881715,0.729670294,0.199573016,3.656157071,0.000256025,0.014764609,FDR < 0.05
Glyma.08G044100,3376.797177,0.727217964,0.195129843,3.726841329,0.000193894,0.012079169,FDR < 0.05
Glyma.17G031900,371.4833476,0.725889674,0.218238664,3.326127742,0.000880616,0.035247766,FDR < 0.05
Glyma.09G187800,82.30930113,-0.724447757,0.226398031,-3.199885421,0.001374822,0.047600028,FDR < 0.05
Glyma.10G097800,341.5696326,-0.72338311,0.18365157,-3.938888791,8.19E-05,0.006461032,FDR < 0.05
Glyma.15G050300,423.7843533,-0.721982925,0.224468384,-3.216412538,0.001298041,0.045558437,FDR < 0.05
Glyma.20G156900,254.1623842,0.721579874,0.221880267,3.252113783,0.001145502,0.042419995,FDR < 0.05
Glyma.08G025100,590.9123574,-0.720912202,0.197546685,-3.649325735,0.00026293,0.014944561,FDR < 0.05
Glyma.05G238600,153.6306774,-0.719609972,0.126473847,-5.689792705,1.27E-08,8.77E-06,FDR < 0.05
Glyma.06G172000,938.478069,0.719587736,0.204625522,3.516607943,0.000437099,0.021738906,FDR < 0.05
Glyma.07G027200,207.2613549,-0.718888161,0.171780996,-4.184910899,2.85E-05,0.003027848,FDR < 0.05
Glyma.09G254500,346.9659069,0.718351012,0.211241899,3.400608574,0.00067236,0.029819179,FDR < 0.05
Glyma.14G011900,135.7190494,-0.717379711,0.204292721,-3.511528499,0.000445538,0.022042578,FDR < 0.05
Glyma.14G076000,308.0071506,0.71726857,0.177660804,4.037292159,5.41E-05,0.004739736,FDR < 0.05
Glyma.17G100600,2357.950621,0.711080467,0.199671492,3.561251824,0.000369091,0.019044476,FDR < 0.05
Glyma.15G072700,74.81209427,-0.71046525,0.218243782,-3.255374525,0.001132429,0.042187518,FDR < 0.05
Glyma.18G131300,39.99021605,-0.710397667,0.212042077,-3.35026744,0.000807336,0.033492744,FDR < 0.05
Glyma.14G224400,169.1854975,0.709958126,0.165090361,4.300421415,1.70E-05,0.002109908,FDR < 0.05
Glyma.06G015300,175.1407296,0.708954048,0.157118302,4.512230848,6.41E-06,0.000983464,FDR < 0.05
Glyma.07G037300,164.6273622,0.70825776,0.180693334,3.919667331,8.87E-05,0.006882,FDR < 0.05
Glyma.12G089200,502.542299,0.707382632,0.198312326,3.567012945,0.000361074,0.01873286,FDR < 0.05
Glyma.20G223800,160.5092102,0.706997983,0.168013264,4.207989106,2.58E-05,0.002814843,FDR < 0.05
Glyma.05G192600,107.2781882,-0.706200678,0.169623693,-4.16333748,3.14E-05,0.003291252,FDR < 0.05
Glyma.10G227800,1510.064073,0.706048609,0.175538016,4.02219772,5.77E-05,0.004995296,FDR < 0.05
Glyma.17G073800,2327.831629,0.705941589,0.212874661,3.316231187,0.000912403,0.036007063,FDR < 0.05
Glyma.18G228200,132.4784413,-0.705684489,0.200754824,-3.515155819,0.000439496,0.021801578,FDR < 0.05
Glyma.16G045500,366.0090371,0.705676051,0.147897259,4.771393704,1.83E-06,0.000388053,FDR < 0.05
Glyma.13G130100,81.80607619,-0.705177437,0.220428943,-3.199114542,0.001378504,0.047677792,FDR < 0.05
Glyma.03G010700,67.55398345,0.704668517,0.19101465,3.689080996,0.000225066,0.013458415,FDR < 0.05
Glyma.01G014700,300.6229324,0.702706497,0.163381856,4.30100695,1.70E-05,0.002109908,FDR < 0.05
Glyma.13G010100,972.527095,0.700248621,0.194055097,3.608504132,0.000307968,0.016574251,FDR < 0.05
Glyma.20G122800,354.9073329,0.699830536,0.139984891,4.999329065,5.75E-07,0.000168758,FDR < 0.05
Glyma.03G085700,239.5587723,0.69947217,0.219567032,3.185688499,0.0014441,0.049127037,FDR < 0.05
Glyma.18G184900,785.8876851,0.69875682,0.20923344,3.339603935,0.000838979,0.034347582,FDR < 0.05
Glyma.13G030400,131.6939476,0.697944816,0.165634636,4.213761293,2.51E-05,0.002768179,FDR < 0.05
Glyma.08G048900,349.8348043,-0.697093027,0.206763825,-3.371445785,0.000747748,0.031872525,FDR < 0.05
Glyma.03G199100,247.5050392,0.695149028,0.21344739,3.256769863,0.001126878,0.042107018,FDR < 0.05
Glyma.20G213200,163.1483334,-0.694180255,0.203204677,-3.416162774,0.000635103,0.028632534,FDR < 0.05
Glyma.10G120300,522.8166487,0.693724933,0.138911704,4.993999175,5.91E-07,0.000170796,FDR < 0.05
Glyma.08G241200,121.0291905,-0.692730075,0.21284668,-3.254596575,0.001135535,0.042238166,FDR < 0.05
Glyma.04G068100,294.7317679,0.692698894,0.19791766,3.499934733,0.000465372,0.022811805,FDR < 0.05
Glyma.13G285600,552.1838598,0.692391157,0.157083997,4.407776532,1.04E-05,0.001462671,FDR < 0.05
Glyma.04G184300,1835.8522,0.691898246,0.164851969,4.19708816,2.70E-05,0.002911074,FDR < 0.05
Glyma.17G012000,387.7244386,-0.689542679,0.206531454,-3.338681185,0.000841771,0.034347582,FDR < 0.05
Glyma.20G151500,565.1986229,-0.688263181,0.183899229,-3.742610483,0.000182118,0.011514462,FDR < 0.05
Glyma.07G049600,2370.027008,0.688070866,0.150116233,4.583587363,4.57E-06,0.00075343,FDR < 0.05
